epoch,lr,train_loss,train_aux_loss,grad_norm_mean,grad_norm_max,val_auc_roc,val_auc_pr,val_f1,val_accuracy,val_precision,val_recall,val_brier,val_ece,epoch_s
1,1.4999999999999999e-05,0.08248160751881423,,0.7071710939024701,1.0753834247589111,0.6266099398561997,0.34105997894519907,0.397724039829303,0.5295555555555556,0.2773809523809524,0.7025125628140704,0.2517452538013458,0.2924778802461094,1106.0025744999948
2,2.9999999999999997e-05,0.07534212278731076,,0.5153265867704226,0.8843975067138672,0.6947955182474426,0.4472683928599152,0.44783715012722647,0.6624444444444444,0.35079726651480636,0.6190954773869347,0.23690296709537506,0.2812568140493499,1288.333432200001
3,4.4999999999999996e-05,0.0684443945410075,,0.3873043718897266,0.5731683969497681,0.7292039369457846,0.494462966368998,0.47564935064935066,0.7128888888888889,0.39891082368958475,0.5889447236180905,0.22904850542545319,0.27456075619988973,1081.3004285999996
4,5.9999999999999995e-05,0.06192043777785183,,0.2885577134144159,0.4879612922668457,0.7469191893848701,0.5133447506887714,0.5089637079142982,0.7504444444444445,0.4504643962848297,0.5849246231155779,0.22464081645011902,0.2678371860451168,1179.6184544999996
5,7.5e-05,0.05844364784382008,,0.2249573724873272,0.3376659154891968,0.7548356619043863,0.5231917920304073,0.5246800731261426,0.7688888888888888,0.48113998323554064,0.5768844221105528,0.22062146663665771,0.2645663759973314,1106.049636900003
6,8.999999999999999e-05,0.05604881664485107,,0.1993099135565169,0.3132281005382538,0.7615367852099298,0.5333161198059759,0.5317220543806647,0.7588888888888888,0.4659606656580938,0.6190954773869347,0.22093263268470764,0.2700127579967181,536.3993651000055
7,0.00010499999999999999,0.055227970221528304,,0.17045430489528327,0.27730733156204224,0.7635469788313896,0.5361435420921483,0.5284450063211125,0.7513333333333333,0.45500725689404936,0.6301507537688442,0.22098247706890106,0.27095358201530245,16.06592069999897
8,0.00011999999999999999,0.053652953540469395,,0.1449198575667393,0.20825323462486267,0.7650760220503372,0.5400004512723129,0.5266247379454927,0.7491111111111111,0.45179856115107914,0.6311557788944724,0.2168498933315277,0.26649581227037644,4.574856100000034
9,0.000135,0.05316224082568546,,0.13150146750756253,0.22853708267211914,0.7670179714549925,0.5424373843281154,0.5258764607679466,0.7475555555555555,0.44967880085653106,0.6331658291457286,0.21907487511634827,0.2719129533502791,3.949442100005399
10,0.00015,0.052554602148356264,,0.11267957597235102,0.1579200178384781,0.7686414956379615,0.5469003093070188,0.5321413367390379,0.7557777777777778,0.46159527326440175,0.628140703517588,0.21187658607959747,0.2621970340543323,4.118612900005246
