epoch,lr,train_loss,train_aux_loss,grad_norm_mean,grad_norm_max,val_auc_roc,val_auc_pr,val_f1,val_accuracy,val_precision,val_recall,val_brier,val_ece,epoch_s
1,1.4999999999999999e-05,0.10335314798134344,,1.8841416158793884,3.234738349914551,0.6856113663897232,0.43613249747006916,0.42364864864864865,0.6208888888888889,0.3190839694656489,0.6301507537688442,0.22254860401153564,0.25382183056407503,327.5397449000011
2,2.9999999999999997e-05,0.08242913013623085,,0.7021699374840583,1.300654411315918,0.7106195743338662,0.45906123404576377,0.44031311154598823,0.7457777777777778,0.42897998093422307,0.45226130653266333,0.21425287425518036,0.2424141324294938,47.057519299996784
3,4.4999999999999996e-05,0.0715389579626513,,0.45506048644030533,0.6909407377243042,0.7394888852249837,0.49820522112093635,0.46301524562394125,0.7886666666666666,0.5283505154639175,0.4120603015075377,0.20527490973472595,0.23364628685182998,14.67234820000158
4,5.9999999999999995e-05,0.06242836220764819,,0.32327455043056863,0.48308688402175903,0.7568101563452068,0.5188044720945029,0.5353440150801131,0.7808888888888889,0.5039929015084295,0.5708542713567839,0.20688708126544952,0.24035502831141156,4.581366500002332
5,7.5e-05,0.05799676307741507,,0.25456179880801544,0.42237016558647156,0.7599221499795697,0.5284659328721213,0.538021978021978,0.7664444444444445,0.478125,0.6150753768844222,0.2029009759426117,0.2368702813386917,3.976734599993506
6,8.999999999999999e-05,0.05625616087589735,,0.2241843315186324,0.36241137981414795,0.7634986630728536,0.5425680150478994,0.5337866553336167,0.7562222222222222,0.46244477172312226,0.6311557788944724,0.20704784989356995,0.24517798568142785,4.132809800001269
7,0.00010499999999999999,0.0547342533590617,,0.19519479775134427,0.32522934675216675,0.7644859102932637,0.5454964380995603,0.5337866553336167,0.7562222222222222,0.46244477172312226,0.6311557788944724,0.20475713908672333,0.24488246897856394,3.8926773999992292
8,0.00011999999999999999,0.053733633946121476,,0.1668874145841893,0.2689346969127655,0.7660014767130947,0.5489047653939206,0.5364806866952789,0.76,0.4681647940074906,0.628140703517588,0.20230162143707275,0.24278283840417864,3.9735465999983717
9,0.000135,0.0535104166670346,,0.1531224806367615,0.2442886084318161,0.7670837783783397,0.5521241333260266,0.5353448275862069,0.7604444444444445,0.46867924528301885,0.6241206030150753,0.20407450199127197,0.24795715755886502,3.977336199997808
10,0.00015,0.05297898864488543,,0.14404284374581444,0.21817231178283691,0.7679653617588655,0.5503292087470906,0.5438282647584973,0.7733333333333333,0.48992747784045126,0.6110552763819096,0.20646989345550537,0.25481303692526286,4.296359899999516
11,0.000165,0.05264677498259662,,0.13975515207390726,0.2241089940071106,0.7689818565007634,0.5521219241106624,0.5416293643688451,0.7724444444444445,0.4882970137207425,0.6080402010050251,0.2044469118118286,0.25047998919089637,3.9232065999967745
12,0.00017999999999999998,0.0524071226425377,,0.13555972351704115,0.26794499158859253,0.7689189169814837,0.5562188518891699,0.5417224453369032,0.7717777777777778,0.4871589085072231,0.6100502512562814,0.206490159034729,0.2545733411312104,4.281021599999804
13,0.000195,0.052085607370108734,,0.128741255328979,0.18702325224876404,0.770074480820651,0.561267032090143,0.5359307359307359,0.7617777777777778,0.47072243346007603,0.6221105527638191,0.21033048629760742,0.2613527816136678,3.9515382000026875
14,0.00020999999999999998,0.05194367137220171,,0.12347395101815094,0.17811985313892365,0.7700944092789196,0.5583760991949269,0.5451263537906137,0.776,0.49467649467649466,0.607035175879397,0.20350603759288788,0.24977125340700151,4.179163000000699
15,0.000225,0.05162798507530012,,0.11746517596421419,0.1939307004213333,0.7703557731596643,0.5596929727586041,0.5408749447635881,0.7691111111111111,0.48264984227129337,0.6150753768844222,0.2076181024312973,0.26050129965941116,3.9985742999997456
